Unnamed: 0,f__,f__Acetobacteraceae,f__Acidobacteriaceae,f__Actinomycetaceae,f__Aerococcaceae,f__Aeromonadaceae,f__Alcaligenaceae,f__Alicyclobacillaceae,f__Anaeroplasmataceae,f__Aquificaceae,f__BS11,f__Bacillaceae,f__Bacteroidaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Brachyspiraceae,f__Bradyrhizobiaceae,f__Brevibacteriaceae,f__Brucellaceae,f__Burkholderiaceae,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Comamonadaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Cytophagaceae,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dietziaceae,f__Ellin6075,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelotrichaceae,f__Erythrobacteraceae,f__EtOH8,f__Eubacteriaceae,f__F16,f__Flavobacteriaceae,f__Fusobacteriaceae,f__Gemellaceae,f__Geodermatophilaceae,f__Gordoniaceae,f__Halanaerobiaceae,f__Halomonadaceae,f__Helicobacteraceae,f__Hyphomicrobiaceae,f__Iamiaceae,f__Intrasporangiaceae,f__Kineosporiaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__Leuconostocaceae,f__Listeriaceae,f__Methylobacteriaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Moraxellaceae,f__Neisseriaceae,f__Nitrospiraceae,f__Nocardiaceae,f__Nocardioidaceae,f__Oxalobacteraceae,f__Paenibacillaceae,f__Pasteurellaceae,f__Peptococcaceae,f__Peptostreptococcaceae,f__Phyllobacteriaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Prevotellaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pseudonocardiaceae,f__RF16,f__Rhizobiaceae,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rhodospirillaceae,f__Rikenellaceae,f__Rs-045,f__Ruminococcaceae,f__S24-7,f__Shewanellaceae,f__Sinobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Spirochaetaceae,f__Sporichthyaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Turicibacteraceae,f__Veillonellaceae,f__Verrucomicrobiaceae,f__Victivallaceae,f__Xanthobacteraceae,f__Xanthomonadaceae,f__mitochondria,f__[Barnesiellaceae],f__[Cerasicoccaceae],f__[Mogibacteriaceae],f__[Odoribacteraceae],f__[Paraprevotellaceae],f__[Tissierellaceae],f__[Weeksellaceae]
HMP2_J79807_1_ST_T0_B0_0120_ZPDABJR-6033_B64B9,2489,0,0,0,0,0,136,0,0,0,0,0,8497,0,0,0,0,0,0,0,3,0,0,0,0,2,87,0,43,0,0,0,0,0,8,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,0,217,22,0,0,0,0,0,0,0,0,186,0,4027,1,0,0,0,0,0,0,0,21,0,0,1,372,25,0,0,0,4,9,0,5,28,0,0,0
HMP2_J45527_1_ST_T0_B0_0120_ZLTUJTN-12_APA62,1546,0,0,4,0,0,658,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,0,0,0,0,9,79,0,59,0,0,0,0,0,21,0,0,0,4,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,43676,1,1,0,0,0,0,0,0,166,0,2888,280,0,0,0,0,0,0,0,115,0,0,0,64,28,0,0,0,0,2,0,2,0,203,0,0
HMP2_J79961_1_ST_T0_B0_0120_ZTL5S2Y-1033_B64B9,3195,0,0,0,0,0,365,0,0,0,0,0,13104,0,0,0,0,0,0,0,0,0,0,0,0,5,89,0,22,2,0,0,0,0,5,0,0,0,5,0,96,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,644,0,0,0,0,0,0,0,0,0,1025,0,2262,0,0,0,0,0,0,0,0,6,0,0,4,159,0,0,0,0,1,504,0,6,127,0,0,0
HMP2_J05397_1_ST_T0_B0_0120_ZOZOW1T-58bST_AAH7B,1336,0,0,6,4,0,69,0,0,0,0,2,7985,0,8,0,0,0,0,0,20,0,6,2,0,36,193,5,263,9,1,0,0,0,14,0,1,0,4,0,391,0,0,0,0,2,7,0,0,0,18,0,0,0,0,0,0,3257,0,1,0,0,0,1,16,9,2,0,0,0,10,0,1,0,54,1,0,888,14,26,15,0,0,0,3,0,0,1751,7,7480,0,0,0,0,11,0,0,4,12,0,0,253,118,2,0,0,8,0,631,0,36,83,95,9,0
HMP2_J45645_1_ST_T0_B0_0120_ZRB0F6P-6012_APAJ2,2550,0,0,0,0,0,199,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,29,0,0,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,0,0,0,0,0,0,0,0,133,0,2265,3407,0,0,0,0,0,0,0,0,0,0,0,40,1,9,0,0,0,65,0,6,16,46,0,0
HMP2_J05434_1_ST_T0_B0_0120_ZLGD9M0-1014_AA31J,1726,0,0,16,2,0,1,0,0,0,0,0,9573,0,0,76,0,0,1,0,4,0,8,0,0,22,1525,0,310,0,0,8,0,0,30,0,0,0,10,0,410,0,0,0,0,0,0,2,0,0,359,0,0,0,0,0,0,6679,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,108,0,0,363,2,0,0,0,0,0,0,0,0,994,1,11666,0,0,0,0,0,0,0,1,750,0,0,601,1679,4231,0,0,0,0,814,0,88,42,0,1,0
HMP2_J09135_1_ST_T0_B0_0120_ZLZQMEV-1014X_ADM3N,584,0,0,0,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,15,0,0,0,0,0,15,0,0,0,4,0,226,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2500,2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,635,2,0,0,0,0,0,0,0,0,902,0,4867,0,0,0,0,0,0,0,0,2,0,1,4,37,355,16,0,0,0,0,0,10,22,0,0,0
HMP2_J45653_1_ST_T0_B0_0120_ZJTKAE3-6032_APAJ2,522,0,0,0,0,0,465,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,121,0,919,4,0,0,0,0,0,0,0,2,0,0,0,169,1,0,0,0,0,2,0,1,1,0,1,0
HMP2_J79779_1_ST_T0_B0_0120_ZOZOW1T-7040_B64B9,5140,0,0,0,0,0,253,0,0,0,0,0,7512,0,0,0,0,0,0,0,0,0,0,0,0,188,172,0,220,0,0,0,0,0,4,0,0,0,9,0,39,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5705,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,184,0,0,1163,0,0,0,0,0,0,0,0,0,933,0,13600,198,0,0,0,0,0,0,0,11,0,0,12,114,111,208,0,0,0,79,0,28,103,280,0,0
HMP2_J79887_1_ST_T0_B0_0120_ZL9BTWF-6016_B64B9,5156,0,0,1,0,0,202,0,0,0,0,0,7495,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,27,0,145,0,0,0,0,0,0,0,0,0,0,0,0,123,57,0,0,0,0,0,0,3,30,0,0,0
HMP2_J45639_1_ST_T0_B0_0120_ZKVR426-10_APAJ2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMP2_J43841_1_ST_T0_B0_0120_ZTLUDS8-1014_ANBEN,295,0,0,0,0,0,327,0,883,0,0,0,7006,0,0,0,0,0,0,0,0,0,1,0,0,2,26,0,10,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,140,0,0,0,0,0,0,0,0,0,217,0,1074,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,120,0,3,31,6,0,0
HMP2_J45194_1_ST_T0_B0_0120_ZOZOW1T-7013A_APAJ2,2272,0,0,1,0,0,97,0,0,0,0,0,8336,0,0,0,0,0,0,0,0,0,0,0,0,96,85,0,18,0,0,0,0,0,20,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2881,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,15,0,0,205,1,0,0,0,0,0,0,0,0,568,0,3058,13,0,0,0,0,0,0,1,5,0,0,26,318,0,44,0,0,0,44,0,7,28,449,0,0
HMP2_J00857_1_ST_T0_B0_0120_ZKVR426-02_AA31J,11089,0,0,1,0,0,870,0,0,0,0,0,9046,0,1,0,0,0,0,0,0,0,0,0,0,30,41,0,86,0,0,2,0,0,16,0,0,0,1,0,513,0,3,0,0,0,0,4,0,0,12,0,0,0,0,0,0,6964,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,16,8,0,0,350,260,0,0,0,0,0,0,0,0,1199,0,10184,0,0,0,0,0,0,0,0,20,0,0,0,97,219,14,0,0,0,1581,0,18,161,1,0,0
HMP2_J28625_1_ST_T0_B0_0120_ZN3TBJM-2025_AVTWA,1044,0,0,0,0,0,71,0,0,0,0,0,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,15,0,0,0,0,0,0,0,0,58,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,33,0,4,6,0,0,0
HMP2_J79957_1_ST_T0_B0_0120_ZTL5S2Y-1031_B64B9,1132,0,0,1,0,0,416,0,0,0,0,0,21909,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,54,0,0,0,0,0,3,0,0,0,1,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,501,0,0,1,0,0,0,0,0,0,1951,0,3327,0,0,0,0,0,0,0,0,2,0,0,0,250,4,0,0,0,1,640,0,2,94,0,0,0
HMP2_J45617_1_ST_T0_B0_0120_ZVNCGHM-6032_APAJ2,304,0,0,0,0,0,124,0,0,0,0,0,5706,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,56,1,0,0,0,0,0,0,0,0,235,0,2845,0,0,0,0,0,0,0,0,0,0,0,8,101,3,0,0,0,1,0,0,1,7,455,0,0
HMP2_J45195_1_ST_T0_B0_0120_ZOZOW1T-7014_APAJ2,869,0,0,2,0,0,63,0,0,0,0,0,2343,0,0,0,0,0,0,0,0,0,0,0,0,64,53,0,22,0,0,0,0,0,17,0,0,0,5,0,15,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,119,3,0,0,0,0,0,0,0,0,234,0,3292,4,0,0,0,0,0,0,0,1,0,0,3,46,0,30,0,0,0,39,0,3,19,424,0,0
HMP2_J79791_1_ST_T0_B0_0120_ZQFL1P3-6034_B64B9,1719,0,0,2,0,0,89,0,0,0,0,0,7452,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,325,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,69,0,0,0,0,0,0,0,0,0,413,0,9316,166,0,0,0,0,0,0,0,9,0,0,3,188,0,9,0,0,0,141,0,18,0,0,0,0
HMP2_J16527_1_ST_T0_B0_0120_ZOZOW1T-2001_AF11U,1709,0,0,0,0,0,19,0,0,0,0,0,12470,0,0,0,0,0,0,0,0,0,0,0,0,9,52,0,7,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,129,0,0,469,0,0,0,0,0,0,0,0,0,313,0,1100,4,0,0,0,0,0,0,0,0,0,0,7,4,11,4,0,0,0,106,0,6,36,42,0,0
HMP2_J83832_1_ST_T0_B0_0120_ZLZNCLZ-12_B86HB,5154,0,0,3,0,0,373,0,0,0,0,0,10053,0,0,0,0,0,0,0,0,0,1,0,0,507,86,0,88,0,0,0,0,0,10,0,0,0,6,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1613,6,0,2,0,0,0,0,0,0,717,0,12893,0,0,0,0,0,0,0,0,21,0,0,0,224,22,0,0,0,0,926,1,13,237,0,0,0
HMP2_J05383_1_ST_T0_B0_0120_ZOZOW1T-49ST_AAH7B,3100,0,0,0,0,0,297,0,0,0,0,0,10801,0,3,0,0,0,0,0,4,0,0,0,0,111,1281,0,791,3,0,0,0,0,58,16,0,0,28,0,182,0,12,0,0,0,0,1,0,0,160,0,0,0,0,0,0,6684,0,0,1,0,0,0,0,3,0,0,0,0,15,0,1,2,15,0,0,629,1,2,0,0,0,0,0,0,0,1834,0,8813,0,0,0,0,1,0,0,2,6,0,0,17,339,47,17,0,1,0,587,0,166,87,112,0,0
HMP2_J43813_1_ST_T0_B0_0120_ZYLJ7R7-02_ANBEN,126,0,0,0,0,0,0,0,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1211,0,0,0,0,0,0,0,1,2,0,0,3,17,0,0,0,0,0,0,0,2,22,1,0,0
HMP2_J45098_1_ST_T0_B0_0120_ZUPAQVU-04_APAJ2,616,0,0,0,0,0,121,0,0,0,0,0,5195,0,0,0,0,0,0,0,0,0,0,0,0,6,72,0,14,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3453,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,0,15,0,0,251,3,0,0,0,0,0,0,0,0,537,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,154,16,3,0,0,0,48,0,10,24,0,0,0
HMP2_J05391_1_ST_T0_B0_0120_ZOZOW1T-55ST_AAH7B,2923,0,0,0,0,0,728,0,0,0,0,0,11893,0,4,0,0,0,0,0,0,0,0,0,0,125,412,0,502,31,0,3,0,0,66,1,0,0,3,0,1082,0,4,1,0,0,0,0,0,0,34,0,0,0,0,0,0,9525,0,1,0,0,0,0,1,33,0,0,0,0,4,0,11,16,23,0,0,487,1,13,1,0,0,0,0,0,0,973,0,9859,0,0,0,0,0,0,0,5,16,0,0,7,227,24,38,0,1,0,418,0,82,219,928,0,0
HMP2_J80042_1_ST_T0_B0_0120_ZLYEM2C-07_B86HB,1774,0,0,0,0,0,504,0,0,0,0,0,10062,0,0,0,0,0,0,0,0,0,0,0,0,116,66,0,173,0,0,0,0,0,7,0,0,0,1,0,271,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,1,2,0,0,0,0,0,0,0,337,0,4943,301,0,0,0,0,0,0,0,0,0,0,2,65,0,3,0,0,0,13,0,9,91,1274,0,0
HMP2_J66975_1_ST_T0_B0_0120_ZX52KVK-2021_APATM,2124,0,0,4,1,0,36,0,0,0,0,0,4797,0,0,0,0,0,0,0,0,0,1,0,0,32,44,0,522,0,0,0,0,0,0,0,0,0,31,0,735,0,0,1,0,0,0,2,0,0,14,0,0,0,0,0,0,6741,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,255,5,1,0,0,0,0,0,0,0,321,0,4343,0,0,0,0,0,0,0,0,4,0,1,2,158,660,0,0,0,1,16,0,37,168,0,0,0
HMP2_J28614_1_ST_T0_B0_0120_ZN0JE53-2025_AWBGH,527,0,0,1,0,0,1121,0,0,0,0,0,8104,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,354,0,0,0,0,0,13,0,0,0,54,0,361,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2274,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,414,177,0,0,0,0,0,0,0,0,122,0,481,0,0,0,0,0,0,0,0,2,0,0,0,110,45,0,0,0,0,2,0,0,10,71,0,0
HMP2_J45378_1_ST_T0_B0_0120_ZL63I8R-04_APB4D,1161,0,0,0,0,0,429,0,0,0,0,0,13812,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,103,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,70,0,0,0,0,0,0,0,0,1,2120,0,1998,1,0,0,0,0,0,0,0,1,0,0,0,835,821,0,0,0,0,0,0,11,24,0,0,0
HMP2_J45622_1_ST_T0_B0_0120_ZVNCGHM-6031_APAJ2,911,0,0,0,0,0,460,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,8,0,0,53,0,0,0,0,0,0,0,0,0,199,0,4300,1,0,0,0,0,0,0,0,1,0,0,26,66,1,0,0,0,2,0,0,3,1,431,0,0
HMP2_J66956_1_ST_T0_B0_0120_ZQFL1P3-6015_APATM,3857,0,0,0,0,0,48,0,0,0,0,1,4152,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,109,0,0,0,0,0,6,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,194,42,0,0,0,0,0,0,0,0,219,0,4734,8024,0,0,0,0,0,0,0,11,0,4,1,115,1,24,0,0,0,120,0,5,60,1,0,0
HMP2_J79789_1_ST_T0_B0_0120_ZOZOW1T-7041_B64B9,2974,0,0,0,0,0,273,0,0,0,0,0,9931,0,0,0,0,0,0,0,0,0,0,0,0,69,42,0,38,0,0,0,0,0,6,0,0,0,4,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,643,0,0,0,0,0,0,0,0,0,627,0,5953,169,0,0,0,0,0,0,0,0,0,0,0,81,0,7,0,0,1,158,0,10,57,256,0,0
HMP2_J45429_1_ST_T0_B0_0120_ZVNCGHM-5011_APB4D,1959,0,0,0,0,0,915,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,2,125,0,75,0,0,0,0,0,2,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3379,0,0,0,0,0,0,1,0,0,0,0,0,92,0,0,0,11,0,0,123,0,0,0,0,0,0,0,0,0,394,0,5853,0,0,0,0,0,0,0,0,6,0,0,17,88,405,2,0,0,0,0,0,9,1,97,0,0
HMP2_J80040_1_ST_T0_B0_0120_ZR47VBL-02_B86HB,6593,0,0,2,1,0,1451,0,0,0,0,0,44975,0,0,0,0,0,0,0,0,0,0,0,0,1,473,0,209,3,0,0,0,0,22,0,0,0,0,0,4766,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,3110,19,0,0,0,0,0,0,0,0,2269,0,17740,0,0,0,0,0,0,0,2,11,0,0,0,466,2,52,0,0,0,265,0,15,812,0,3,0
HMP2_J45463_1_ST_T0_B0_0120_ZLTUJTN-06_APB4D,473,0,0,2,0,0,1235,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,1,0,0,7,367,0,3992,0,0,0,0,0,97,0,0,0,15,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,7919,0,0,0,0,0,0,0,0,76,0,2926,98,0,0,0,0,0,0,0,10,0,0,0,342,0,0,0,0,0,0,0,2,0,1,0,0
HMP2_J66967_1_ST_T0_B0_0120_ZS78KHV-6022_APATM,3024,0,0,1,0,0,20,0,0,0,0,1,3917,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,926,0,0,0,0,0,1,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5188,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,72,0,0,0,0,0,0,0,0,316,0,5899,0,0,0,0,0,0,0,0,1,0,0,0,74,0,0,0,0,0,41,0,21,18,220,0,0
HMP2_J45167_1_ST_T0_B0_0120_ZOZOW1T-7012-1_APATM,1187,0,0,0,0,0,341,0,0,0,0,0,6802,0,0,0,0,0,0,0,0,0,0,0,0,64,35,0,5,0,0,0,0,0,3,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,235,0,0,0,0,0,0,0,0,0,382,0,2503,34,0,0,0,0,0,0,0,0,0,0,0,148,0,90,0,0,0,20,0,1,40,724,0,0
HMP2_J45475_1_ST_T0_B0_0120_ZJTKAE3-6012_APA62,2889,0,0,1,0,0,607,0,0,0,0,0,9616,0,0,0,0,0,0,0,0,0,6,0,0,0,433,0,89,0,0,0,0,0,1,0,0,0,1,0,557,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,8113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,116,1,1,0,0,0,0,0,0,0,10,0,10415,1,0,0,0,0,0,0,0,47,0,0,20,228,0,0,0,0,0,1,0,1,2,0,0,0
HMP2_J45574_1_ST_T0_B0_0120_ZW61YGW-05_APAJ2,145,0,0,0,0,0,479,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1301,2,0,0,0,0,0,0,0,0,68,0,1881,0,0,0,0,0,0,0,0,6,0,0,0,92,1,0,0,0,1,0,0,1,23,0,0,0
HMP2_J45483_1_ST_T0_B0_0120_ZW61YGW-04_APA62,1107,0,0,1,0,0,1284,0,0,0,0,0,53862,0,1,0,0,0,0,0,0,0,1,0,0,0,662,0,18,1,0,0,0,0,0,0,0,0,113,0,41,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6976,2,0,0,0,0,0,0,0,0,47,0,2367,1,0,0,0,0,0,0,1,38,0,0,5,476,0,0,0,0,0,10,0,1,1231,1,0,0
HMP2_J79942_1_ST_T0_B0_0120_ZKFV71L-6024_B64B9,1172,0,0,0,0,0,75,0,0,0,0,0,4544,0,0,0,0,0,0,0,1,0,0,0,0,3,67,0,17,0,0,0,0,0,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,109,3,0,0,0,0,0,0,0,0,169,0,1830,159,0,0,0,0,0,0,0,1,0,0,0,153,3,2,0,0,0,4,0,1,20,0,0,0
HMP2_J45427_1_ST_T0_B0_0120_ZOBX723-1023_APB4D,5965,0,0,0,0,0,58,0,0,0,0,1,553,0,0,0,0,0,0,0,0,0,1,0,0,376,137,0,462,0,0,0,0,0,3,0,0,0,17,0,25,0,6,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,111,0,0,0,0,0,0,0,0,0,310,0,5712,63,0,0,0,0,0,0,1,5,0,12,7,27,154,0,0,0,0,8,0,4,62,0,0,0
HMP2_J16512_1_ST_T0_B0_0120_ZOZOW1T-68_AF11U,1874,0,0,0,0,0,45,0,0,0,0,0,14917,0,0,0,0,0,0,0,0,0,0,0,0,33,186,0,17,0,0,0,0,0,2,0,0,0,0,0,150,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,3469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,623,1,0,0,0,0,0,0,0,0,534,0,2274,0,0,0,0,0,0,0,0,1,0,0,1,23,1,12,0,0,0,204,0,12,63,607,0,0
HMP2_J16528_1_ST_T0_B0_0120_ZOZOW1T-2002_AF11U,1303,0,0,0,0,0,34,0,0,0,0,0,12494,0,0,0,0,0,0,0,0,0,0,0,0,14,60,0,5,0,0,0,0,0,0,1,0,0,0,0,78,0,2,1,0,0,0,1,0,0,27,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,648,0,0,0,0,0,0,0,0,0,457,0,2463,1,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,209,0,7,35,223,1,0
HMP2_J00837_1_ST_T0_B0_0122_ZLZQMEV-1012_AA31J,1071,0,0,0,0,0,0,0,0,0,0,0,20774,0,1,0,0,0,0,2,2,0,2,0,0,14,5,0,16,0,0,0,0,0,38,0,0,0,2,0,215,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3178,0,2,0,0,0,0,2,1,0,0,0,0,13,0,38,0,3,0,0,950,0,0,0,0,0,0,0,0,0,1379,0,3845,0,0,0,0,0,0,0,0,30,0,0,0,202,434,68,0,0,0,1,0,14,33,0,0,0
HMP2_J28603_1_ST_T0_B0_0120_ZN3TBJM-2011_AWBGH,1358,0,0,0,0,0,78,0,0,0,0,0,8857,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,35,0,0,0,0,0,2,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,477,90,0,0,0,0,0,0,0,0,142,0,2486,0,0,0,0,0,0,0,0,8,0,0,0,19,22,0,0,0,0,59,0,0,16,0,0,0
